Ranked list of top compounds using CMAP dataset
Rank	Score	Type	ID	Name	Description
3640	2.21	cp	BRD-K34170797	fexaramine	FXR agonist
3645	2.19	cp	BRD-K08619838	tremorine	Acetylcholine receptor agonist
3648	2.18	cp	BRD-K07507905	BRL-37344	Adrenergic receptor agonist
3654	2.15	cp	BRD-K56064827	EI-273	PKC inhibitor
3655	2.15	cp	BRD-K79684402	RO-10-5824	Dopamine receptor agonist
3656	2.15	cp	BRD-K00675675	CL-82198	Metalloproteinase inhibitor
3657	2.15	cp	BRD-A64092382	mexiletine	Sodium channel blocker
3658	2.14	cp	BRD-K73589401	corticosterone	mineralocorticoid receptor agonist
3665	2.11	cp	BRD-K64157027	ZD-2079	Adrenergic receptor agonist
3666	2.11	cp	BRD-K25394294	oxaprozin	Cyclooxygenase inhibitor
3667	2.11	cp	BRD-K62929068	6-benzylaminopurine	Purinergic receptor activator
3670	2.11	cp	BRD-K35531059	molsidomine	Guanylyl cyclase activator
3671	2.1	cp	BRD-K82135108	elesclomol	Oxidative stress inducer
3673	2.09	cp	BRD-K76534306	enrofloxacin	Bacterial DNA gyrase inhibitor
3676	2.08	cp	BRD-K53318339	vinpocetine	Phosphodiesterase inhibitor
3677	2.08	cp	BRD-K71103788	duloxetine	Serotonin reuptake inhibitor
3680	2.07	cp	BRD-M41783010	acamprosate	Glutamate receptor antagonist
3683	2.06	cp	BRD-K31238592	devazepide	CCK receptor antagonist
3687	2.04	cp	BRD-K69688083	mestinon	Cholinesterase inhibitor
3688	2.04	cp	BRD-K21283037	riluzole	Glutamate inhibitor
3689	2.04	cp	BRD-K67860401	AR-A014418	Glycogen synthase kinase inhibitor
3690	2.04	cp	BRD-A15297126	fluocinonide	Glucocorticoid receptor agonist
3691	2.04	cp	BRD-K40901640	cinanserin	Serotonin receptor antagonist
3698	2.01	cp	BRD-K68488863	ENMD-2076	FLT3 inhibitor
3699	2.01	cp	BRD-K65331431	retinyl	vitamin analog
3700	2.01	cp	BRD-K75532464	FTI-276	Farnesyltransferase inhibitor
3701	2.01	cp	BRD-K26134695	calpeptin	Calpain inhibitor
3702	2.01	cp	BRD-A84389633	tropanyl-3,5-dimethylbenzoate	Serotonin receptor antagonist
3703	2.01	cp	BRD-K13544237	r(-)-propylnorapomorphine	Dopamine receptor agonist
3704	2.01	cp	BRD-K55191674	benzylpenicillin	Penicillin binding protein inhibitor
3705	2.01	cp	BRD-K28936863	ketotifen	Histamine receptor agonist
3706	2.01	cp	BRD-A40639672	ketorolac	Cyclooxygenase inhibitor
3707	2.01	cp	BRD-K71799949	carbamazepine	Carboxamide antiepileptic
3710	2	cp	BRD-K80396088	gliquidone	Sulfonylurea
3719	1.97	cp	BRD-K70490179	rimcazole	Sigma receptor antagonist
3720	1.97	cp	BRD-K34776109	glimepiride	Insulin secretagogue
3724	1.97	cp	BRD-K50859149	sulfafurazole	Bacterial antifolate
3727	1.96	cp	BRD-A84327315	calcitriol	Vitamin D receptor agonist
3728	1.96	cp	BRD-K82577285	dipropyl-dopamine	Dopamine receptor agonist
3739	1.94	cp	BRD-A67748489	K3644	Kinesin-like spindle protein inhibitor
3740	1.94	cp	BRD-A85587465	bemesetron	Serotonin receptor antagonist
3741	1.94	cp	BRD-K66707493	lawsone	Coloring agent
3747	1.91	cp	BRD-K82147103	lofepramine	Norepinephrine reuptake inhibitor
3751	1.9	cp	BRD-K34581968	BMS-536924	IGF-1 inhibitor
3752	1.9	cp	BRD-K27665173	D-64406	PDGFR receptor inhibitor
3753	1.9	cp	BRD-K59256312	gabexate	Serine protease inhibitor
3756	1.9	cp	BRD-K13032584	procarbazine	Monoamine oxidase inhibitor
3760	1.88	cp	BRD-A87606379	nadolol	Adrenergic receptor antagonist
3761	1.87	cp	BRD-K62609077	scoulerine	Adrenergic receptor antagonist
3762	1.87	cp	BRD-K38003476	clocortolone	Glucocorticoid receptor agonist
3766	1.87	cp	BRD-K89997465	chlorpromazine	Dopamine receptor antagonist
3772	1.85	cp	BRD-K78692225	leflunomide	Dihydroorotate dehydrogenase inhibitor
3777	1.84	cp	BRD-K93258693	GW-9662	PPAR receptor antagonist
3781	1.84	cp	BRD-K78126613	menadione	Mitochondrial DNA polymerase inhibitor
3782	1.83	cp	BRD-K18905250	ST-91	Adrenergic receptor agonist
3783	1.83	cp	BRD-K06426971	ryuvidine	Histone lysine methyltransferase inhibitor
3784	1.83	cp	BRD-K18742343	H-8	PKA inhibitor
3785	1.83	cp	BRD-A88282067	delcorine	Antiarrhythmic
3786	1.83	cp	BRD-K29668683	BD-1063	Sigma receptor antagonist
3787	1.83	cp	BRD-A61793559	metolazone	Carbonic anhydrase inhibitor
3792	1.8	cp	BRD-K67174588	toremifene	Estrogen receptor antagonist
3793	1.8	cp	BRD-K81855038	roxatidine	Histamine receptor antagonist
3794	1.8	cp	BRD-A74500471	ethambutol	Bacterial cell wall synthesis inhibitor
3795	1.8	cp	BRD-K04010869	prostaglandin-a1	HSP inducer
3796	1.8	cp	BRD-K73290745	ICI-199441	Opioid receptor agonist
3797	1.8	cp	BRD-K72676686	fluvoxamine	Selective serotonin reuptake inhibitor (SSRI)
3798	1.8	cp	BRD-K43290182	Ro-04-6790	Serotonin receptor antagonist
3805	1.76	cp	BRD-K66896231	BRD-K66896231	Acetylcholinesterase inhibitor
3806	1.76	cp	BRD-K60770992	pergolide	Dopamine receptor agonist
3820	1.73	cp	BRD-K68341547	W-9	Calmodulin antagonist
3821	1.73	cp	BRD-K05464208	JX-401	p38 MAPK inhibitor
3822	1.73	cp	BRD-K83302049	protopine	Histamine receptor antagonist
3823	1.73	cp	BRD-K72726508	arcyriaflavin-a	CDK inhibitor
3824	1.73	cp	BRD-A42628519	iopanoic-acid	Radiopaque medium
3835	1.71	cp	BRD-K98763141	niflumic-acid	Cyclooxygenase inhibitor
3837	1.69	cp	BRD-A51393488	noscapine	Bradykinin receptor antagonist
3838	1.69	cp	BRD-K49049886	CGS-15943	Adenosine receptor antagonist
3845	1.67	cp	BRD-A94669766	naringenin	Aromatase inhibitor
3847	1.66	cp	BRD-K97799481	theophylline	Adenosine receptor antagonist
3848	1.66	cp	BRD-A95445494	maackiain	Sodium/glucose cotransporter inhibitor
3849	1.66	cp	BRD-K96084870	DMBI	PDGFR receptor inhibitor
3853	1.66	cp	BRD-A07440155	labetalol	Adrenergic receptor antagonist
3855	1.64	cp	BRD-K65910366	KUC103904N	-666
3856	1.63	cp	BRD-K12244279	MEK1-2-inhibitor	MEK inhibitor
3858	1.63	cp	BRD-A44008656	doxylamine	Histamine receptor antagonist
3863	1.62	cp	BRD-K63165456	norcyclobenzaprine	Adrenergic receptor agonist
3864	1.62	cp	BRD-A19661776	mianserin	Serotonin receptor antagonist
3865	1.62	cp	BRD-K39965020	doconexent	PPAR receptor agonist
3866	1.62	cp	BRD-A90311807	cilastatin	Dehydropeptidase inhibitor
3867	1.62	cp	BRD-K97181089	amiloride	Sodium channel blocker
3868	1.62	cp	BRD-K79092138	nitrofural	Bacterial DNA inhibitor
3869	1.62	cp	BRD-A78942461	ICI-118551	Adrenergic receptor antagonist
3870	1.62	cp	BRD-A41555725	chlortetracycline	Protein synthesis inhibitor
3873	1.62	cp	BRD-A19736161	ondansetron	Serotonin receptor antagonist
3874	1.61	cp	BRD-K60923938	veratridine	Sodium channel activator
3879	1.59	cp	BRD-K09436313	prostaglandin	Prostanoid receptor antagonist
3880	1.59	cp	BRD-K84996949	sinensetin	Cyclooxygenase inhibitor
3881	1.59	cp	BRD-K61269089	daphnetin	Protein kinase inhibitor
3884	1.58	cp	BRD-A01295252	trans-7-hydroxy-pipat	Dopamine receptor ligand
3885	1.58	cp	BRD-A43930669	L-368899	Oxytocin receptor antagonist
3888	1.58	cp	BRD-K67783091	haloperidol	Dopamine receptor antagonist
3891	1.57	cp	BRD-K40213712	SAL-1	Adenosine receptor antagonist
3892	1.57	cp	BRD-K96809896	SKF-86002	p38 MAPK inhibitor
3897	1.56	cp	BRD-K66788707	fludarabine	DNA synthesis inhibitor
3898	1.55	cp	BRD-K30697463	desoximetasone	Glucocorticoid receptor agonist
3899	1.55	cp	BRD-A01593789	chlormadinone	5-alpha reductase inhibitor
3902	1.55	cp	BRD-A17655518	ibuprofen	Cyclooxygenase inhibitor
3903	1.55	cp	BRD-A30435184	metergoline	Dopamine receptor agonist
3904	1.54	cp	BRD-K34608650	BRD-K34608650	Cannabinoid receptor agonist
3909	1.53	cp	BRD-K78599730	manumycin-a	Farnesyltransferase inhibitor
3913	1.52	cp	BRD-K20287671	SU-4312	PDGFR receptor inhibitor
3914	1.52	cp	BRD-K06753942	nobiletin	MEK inhibitor
3916	1.51	cp	BRD-K09635134	l-erythro-MAPP	negative control for D-erythro-MAPP
3918	1.48	cp	BRD-K99291625	SB-203580	p38 MAPK inhibitor
3919	1.48	cp	BRD-K02227374	milnacipran	Serotonin reuptake inhibitor
3920	1.48	cp	BRD-K87990216	piretanide	Glucocorticoid receptor agonist
3921	1.48	cp	BRD-K00603606	ticlopidine	Purinergic receptor antagonist
3922	1.48	cp	BRD-K49519092	immethridine	Histamine receptor agonist
3923	1.48	cp	BRD-K06593056	LE-135	Retinoid receptor agonist
3928	1.45	cp	BRD-A87387433	cefpodoxime	Bacterial cell wall synthesis inhibitor
3933	1.44	cp	BRD-K84566043	fenpiverinium	Acetylcholine receptor antagonist
3934	1.44	cp	BRD-K34508425	KUC103898N	-666
3935	1.44	cp	BRD-K00312224	PPT	Estrogen receptor agonist
3936	1.44	cp	BRD-K07220430	cinnarizine	Calcium channel blocker
3937	1.44	cp	BRD-K36864847	BD-1047	Adrenergic receptor antagonist
3938	1.44	cp	BRD-A22844106	tenoxicam	Cyclooxygenase inhibitor
3939	1.44	cp	BRD-K23913458	coumarin	Vitamin K antagonist
3944	1.44	cp	BRD-K91601245	mercaptopurine	Immunosuppressant
3949	1.41	cp	BRD-U33728988	QL-X-138	MTOR inhibitor
3950	1.41	cp	BRD-K18523449	mestanolone	Androgenic steroid
3951	1.41	cp	BRD-K51066026	aminoindazole	Ionophore
3952	1.41	cp	BRD-K17349619	HLI-373	MDM inhibitor
3953	1.41	cp	BRD-A39969961	eplerenone	Cytochrome P450 inhibitor
3954	1.4	cp	BRD-A11990600	lorazepam	Benzodiazepine receptor agonist
3964	1.37	cp	BRD-K13800121	parecoxib	Cyclooxygenase inhibitor
3965	1.37	cp	BRD-K70883034	nimetazepam	GABA receptor agonist
3966	1.37	cp	BRD-K72029282	probucol	Atherogenesis inhibitor
3967	1.37	cp	BRD-K15086322	JNJ-10191584	Histamine receptor antagonist
3968	1.37	cp	BRD-K64402243	ivachtin	Caspase inhibitor
3974	1.34	cp	BRD-K13087974	4,5-dianilinophthalimide	EGFR inhibitor
3975	1.34	cp	BRD-K48923948	BMS-641988	Androgen receptor antagonist
3976	1.34	cp	BRD-K12932420	YM-976	Phosphodiesterase inhibitor
3977	1.34	cp	BRD-K01095011	finasteride	5-alpha reductase inhibitor
3982	1.34	cp	BRD-K87226815	cycloserine	Bacterial cell wall synthesis inhibitor
3984	1.32	cp	BRD-K33106058	cytarabine	Ribonucleotide reductase inhibitor
3985	1.32	cp	BRD-K71430621	clobenpropit	Histamine receptor antagonist
3991	1.3	cp	BRD-A63836183	PD-123319	Angiotensin receptor antagonist
3992	1.3	cp	BRD-K96402602	farnesylthiotriazole	PPMTase inhibitor
3993	1.3	cp	BRD-K09497549	kawain	Calcium channel modulator
3994	1.3	cp	BRD-K74212935	ergocryptine	Dopamine agonist
3995	1.3	cp	BRD-K02404261	caffeine	Adenosine receptor antagonist
3999	1.3	cp	BRD-K02265150	amoxapine	Norepinephrine reuptake inhibitor
4003	1.28	cp	BRD-K39987650	bisacodyl	Laxative
4005	1.27	cp	BRD-K03600606	catechin	Beta secretase inhibitor
4006	1.27	cp	BRD-A64933752	CV-1808	Adenosine receptor agonist
4007	1.27	cp	BRD-A10977446	carvedilol	Adrenergic receptor antagonist
4009	1.27	cp	BRD-K19111024	clofibric-acid	PPAR receptor agonist
4010	1.27	cp	BRD-A26384407	chlortalidone	Carbonic anhydrase inhibitor
4023	1.23	cp	BRD-A84134924	pancuronium	Acetylcholine receptor antagonist
4024	1.23	cp	BRD-K55591206	epigallocatechin	Nitric oxide synthase inhibitor
4025	1.23	cp	BRD-K85871428	SC-68376	p38 MAPK inhibitor
4026	1.23	cp	BRD-K15791587	L-733060	Tachykinin antagonist
4027	1.23	cp	BRD-A29901043	KIN001-127	ITK inhibitor
4028	1.23	cp	BRD-A80793822	pemoline	Dopamine receptor agonist
4033	1.2	cp	BRD-K72420232	WZ-4002	EGFR inhibitor
4034	1.2	cp	BRD-K52721684	PCO-400	Potassium channel activator
4035	1.2	cp	BRD-K90789829	nefazodone	Adrenergic inhibitor
4036	1.2	cp	BRD-K17378184	prestwick-559	Dopamine receptor agonist
4037	1.2	cp	BRD-K70330367	amantadine	Glutamate receptor antagonist
4044	1.16	cp	BRD-K01638814	rilmenidine	Adrenergic receptor agonist
4045	1.16	cp	BRD-K93460210	lamotrigine	Serotonin receptor antagonist
4046	1.16	cp	BRD-A33168282	sotalol	Adrenergic receptor antagonist
4053	1.16	cp	BRD-K85119730	tolbutamide	ATP channel blocker
4054	1.16	cp	BRD-K93880783	stavudine	DNA directed DNA polymerase inhibitor
4055	1.15	cp	BRD-K85603128	resorcinol	Phosphodiesterase inhibitor
4057	1.14	cp	BRD-K33882852	ZK-93423	Benzodiazepine receptor agonist
4059	1.13	cp	BRD-K99818283	PIK-90	PI3K inhibitor
4062	1.13	cp	BRD-K20655524	mefexamide	Psychoactive drug
4069	1.11	cp	BRD-A78877355	nefopam	Cyclooxygenase inhibitor
4075	1.09	cp	BRD-A61856038	tremulacin	Lipoxygenase inhibitor
4076	1.09	cp	BRD-A26845397	isamoltan	Adrenergic receptor antagonist
4077	1.09	cp	BRD-K78280988	anandamide	Cannabinoid receptor agonist
4080	1.09	cp	BRD-A67799922	phenoxybenzamine	Adrenergic receptor antagonist
4085	1.06	cp	BRD-K07736136	VX-702	p38 MAPK inhibitor
4086	1.06	cp	BRD-K14880289	GW-501516	PPAR receptor agonist
4087	1.06	cp	BRD-K97118047	4,5,6,7-tetrabromobenzotriazole	Casein kinase inhibitor
4088	1.06	cp	BRD-K97365803	PI-828	PI3K inhibitor
4089	1.06	cp	BRD-K09416995	lovastatin	HMGCR inhibitor
4090	1.06	cp	BRD-K30867024	SB-216641	Serotonin receptor antagonist
4094	1.05	cp	BRD-A28422058	L-689560	Glutamate receptor antagonist
4095	1.04	cp	BRD-K86301799	dipyridamole	Phosphodiesterase inhibitor
4099	1.02	cp	BRD-K74402642	NSC-632839	Ubiquitin specific protease inhibitor
4100	1.02	cp	BRD-K40656405	L-165041	PPAR receptor agonist
4101	1.02	cp	BRD-A24429032	HEAT	Adrenergic receptor antagonist
4102	1.02	cp	BRD-K48367671	febuxostat	Xanthine oxidase inhibitor
4103	1.02	cp	BRD-K75958195	pizotifen	Serotonin receptor antagonist
4104	1.02	cp	BRD-K39915878	loxapine	Dopamine receptor antagonist
4105	1.02	cp	BRD-K53979406	ALX-5407	Glycine transporter inhibitor
4109	1.02	cp	BRD-K05977355	fluconazole	Sterol demethylase inhibitor
4110	1.02	cp	BRD-K69328504	L-690488	Inositol monophosphatase inhibitor
4111	1.02	cp	BRD-A51714012	venlafaxine	Adrenergic inhibitor
4115	0.99	cp	BRD-K56700933	phenethyl-isothiocyanate	Antineoplastic
4116	0.99	cp	BRD-K77695569	tiabendazole	Angiogenesis inhibitor
4125	0.95	cp	BRD-A06726973	dibutyrylcyclic-gmp	cGMP analog
4126	0.95	cp	BRD-K83637872	SANT-1	Smoothened receptor antagonist
4127	0.95	cp	BRD-K82561139	ricinine	Casein kinase inhibitor
4128	0.95	cp	BRD-K91290917	amodiaquine	Histamine receptor agonist
4132	0.94	cp	BRD-K96720755	relcovaptan	Vasopressin receptor antagonist
4138	0.92	cp	BRD-K74733595	APHA-compound-8	HDAC inhibitor
4139	0.92	cp	BRD-K45401373	betulinic-acid	Apoptosis stimulant
4140	0.92	cp	BRD-K32292990	CGP-53353	EGFR inhibitor
4141	0.92	cp	BRD-A54880345	etomidate	GABA receptor modulator
4142	0.92	cp	BRD-A02180903	betamethasone	Glucocorticoid receptor agonist
4145	0.92	cp	BRD-K21450440	benzthiazide	Carbonic anhydrase inhibitor
4147	0.9	cp	BRD-A04553218	chlorphenamine	Histamine receptor antagonist
4150	0.88	cp	BRD-K32330832	VER-155008	HSP inhibitor
4151	0.88	cp	BRD-A18579359	wiskostatin	Neural Wiskott-Aldrich syndrome protein inhibitor
4155	0.88	cp	BRD-K67844266	MLN-4924	Nedd activating enzyme inhibitor
4156	0.88	cp	BRD-K19295594	gossypol	BCL inhibitor
4160	0.85	cp	BRD-K46435977	valaciclovir	DNA polymerase inhibitor
4161	0.85	cp	BRD-K28143534	cyproheptadine	Histamine receptor antagonist
4162	0.85	cp	BRD-K62965247	tipifarnib-P2	farnesyltransferase inhibitor
4163	0.85	cp	BRD-K88625236	nonoxynol-9	Membrane integrity inhibitor
4164	0.85	cp	BRD-K25905511	buddleoflavonoloside	Acetylcholinesterase inhibitor
4165	0.85	cp	BRD-A46393198	tetramisole	Immunostimulant
4175	0.82	cp	BRD-K73999723	telmisartan	Angiotensin receptor antagonist
4176	0.82	cp	BRD-K81847782	scandenin	Plant compound with antimicrobial activity
4180	0.81	cp	BRD-K67868012	PI-103	MTOR inhibitor
4181	0.81	cp	BRD-K10042277	desmethylclozapine	Acetylcholine receptor agonist
4182	0.81	cp	BRD-A68929948	DAPT-GSI-IX	Gamma secretase inhibitor
4183	0.81	cp	BRD-A39290993	cyproterone	Androgen receptor antagonist
4184	0.81	cp	BRD-A46186775	hydrocortisone	Glucocorticoid receptor agonist
4185	0.81	cp	BRD-A31159102	fluoxetine	Selective serotonin reuptake inhibitor (SSRI)
4186	0.81	cp	BRD-A97701745	pindolol	Adrenergic receptor antagonist
4187	0.81	cp	BRD-K09186807	KIN001-244	Phosphoinositide dependent kinase inhibitor
4196	0.78	cp	BRD-A98378129	talniflumate	Cyclooxygenase inhibitor
4197	0.78	cp	BRD-K32696739	noreleagnine	Monoamine oxidase inhibitor
4198	0.78	cp	BRD-K84663978	trequinsin	Phosphodiesterase inhibitor
4199	0.78	cp	BRD-K76810206	nicergoline	Adrenergic receptor antagonist
4200	0.78	cp	BRD-K18194590	mephentermine	Adrenergic receptor agonist
4201	0.78	cp	BRD-K79145749	dibenzepin	Norepinephrine reuptake inhibitor
4203	0.77	cp	BRD-K57930253	nitrazepam	Benzodiazepine receptor agonist
4204	0.77	cp	BRD-K06980535	promazine	Dopamine receptor antagonist
4213	0.74	cp	BRD-A68888262	azelastine	Histamine receptor antagonist
4214	0.74	cp	BRD-K59332007	linopirdine	Potassium channel blocker
4215	0.74	cp	BRD-A41519720	ezetimibe	Niemann-Pick C1-like 1 protein antagonist
4216	0.74	cp	BRD-A82238138	budesonide	Glucocorticoid receptor agonist
4220	0.74	cp	BRD-K93034159	cladribine	Adenosine deaminase inhibitor
4222	0.73	cp	BRD-K94144010	cotinine	Nicotine metabolite
4223	0.72	cp	BRD-A34255068	rolipram	Phosphodiesterase inhibitor
4225	0.71	cp	BRD-A18763547	BAX-channel-blocker	Cytochrome C release inhibitor
4226	0.7	cp	BRD-K60060639	methyllidocaine	antiarrhythmic medication
4227	0.7	cp	BRD-K14282469	LY-165163	Serotonin receptor antagonist
4228	0.7	cp	BRD-K71534238	GW-9508	Free fatty acid receptor agonist
4229	0.7	cp	BRD-K77925998	quipazine	Serotonin receptor agonist
4230	0.7	cp	BRD-K38197229	bumetanide	Solute carrier family member inhibitor
4231	0.7	cp	BRD-K27141178	SB-203186	Serotonin receptor antagonist
4239	0.67	cp	BRD-K73982490	BI-78D3	JNK inhibitor
4240	0.67	cp	BRD-K03384561	roquinimex	Angiogenesis inhibitor
4241	0.67	cp	BRD-K81209512	AG-494	EGFR inhibitor
4242	0.67	cp	BRD-K42098891	protriptyline	Tricyclic antidepressant
4243	0.67	cp	BRD-K01663662	diphenidol	Acetylcholine receptor agonist
4244	0.67	cp	BRD-K08703257	3-amino-benzamide	PARP inhibitor
4245	0.67	cp	BRD-A45889380	mepacrine	Cytokine production inhibitor
4246	0.67	cp	BRD-K08589866	linsitinib	IGF-1 inhibitor
4247	0.67	cp	BRD-K88789588	letrozole	Aromatase inhibitor
4254	0.63	cp	BRD-K82357231	desloratadine	Histamine receptor antagonist
4255	0.63	cp	BRD-K46384212	o-3M3FBS	phospholipase activator
4256	0.63	cp	BRD-K71266197	PSB-06126	NTPDase inhibitor
4257	0.63	cp	BRD-K07888107	depudecin	HDAC inhibitor
4261	0.6	cp	BRD-K39621635	artemether	Antimalarial
4262	0.6	cp	BRD-K67831364	ZM-323881	VEGFR inhibitor
4263	0.6	cp	BRD-K46469693	SCH-442416	Adenosine receptor antagonist
4264	0.6	cp	BRD-K27351809	nomegestrol	Progesterone receptor agonist
4265	0.6	cp	BRD-K10136726	tosyllysyl-chloromethyl-ketone	Chymotrypsin inhibitor
4266	0.6	cp	BRD-K59851896	calycanthine	GABA release inhibitor
4267	0.6	cp	BRD-A57382968	piroxicam	Cyclooxygenase inhibitor
4268	0.6	cp	BRD-K53123955	niridazole	Phosphofructokinase inhibitor
4272	0.6	cp	BRD-A10523515	GSK-429286A	Rho associated kinase inhibitor
4275	0.58	cp	BRD-K08287586	butylparaben	DNA synthesis inhibitor
4281	0.56	cp	BRD-K96740444	itopride	Dopamine receptor antagonist
4282	0.56	cp	BRD-K90259198	W-7	Calmodulin antagonist
4283	0.56	cp	BRD-K15715913	fluperlapine	Serotonin receptor antagonist
4284	0.56	cp	BRD-K78294846	osthol	Calcium channel blocker
4287	0.56	cp	BRD-K38055836	etamivan	Respiratory stimulant
4289	0.55	cp	BRD-K98530306	clonidine	Adrenergic receptor agonist
4290	0.53	cp	BRD-K94887716	TFMPP	Serotonin receptor agonist
4291	0.53	cp	BRD-K28849549	mesalazine	Cyclooxygenase inhibitor
4292	0.53	cp	BRD-K40892394	AR-C133057XX	Nitric oxide synthase inhibitor
4293	0.53	cp	BRD-K28453807	nitrocaramiphen	Cholinergic receptor antagonist
4294	0.53	cp	BRD-A14395271	mesoridazine	Dopamine receptor antagonist
4295	0.53	cp	BRD-K70778732	trazodone	Adrenergic receptor antagonist
4296	0.53	cp	BRD-K57222227	indometacin	Cyclooxygenase inhibitor
4297	0.53	cp	BRD-K50891186	GR-103691	Dopamine receptor antagonist
4298	0.53	cp	BRD-K81128206	edrophonium	Acetylcholinesterase inhibitor
4299	0.53	cp	BRD-K92723993	imatinib	BCR-ABL kinase inhibitor
4303	0.51	cp	BRD-K82865713	prostaglandin-b2	cAMP inhibitor
4306	0.49	cp	BRD-K04710043	hexamethylenebisacetamide	AKT inhibitor
4307	0.49	cp	BRD-K54790157	trioxsalen	DNA synthesis inhibitor
4308	0.49	cp	BRD-K96271548	coumaric-acid	Antioxidant
4309	0.49	cp	BRD-A56012032	thiorphan	Membrane metalloendopeptidase inhibitor
4310	0.49	cp	BRD-K78485176	olmesartan	Angiotensin receptor antagonist
4311	0.49	cp	BRD-A09056319	alfuzosin	Adrenergic receptor antagonist
4312	0.49	cp	BRD-K92049597	triamterene	Sodium channel blocker
4313	0.49	cp	BRD-A65280694	molindone	Dopamine receptor antagonist
4318	0.46	cp	BRD-K44876623	zolpidem	Benzodiazepine receptor agonist
4319	0.46	cp	BRD-K96134740	kitasamycin	Protein synthesis inhibitor
4324	0.42	cp	BRD-A99449986	MT-21	Caspase activator
4325	0.42	cp	BRD-K34533029	tyrphostin-AG-494	EGFR inhibitor
4326	0.42	cp	BRD-A48257147	PHCCC	Glutamate receptor agonist
4327	0.42	cp	BRD-A36066264	estradiol-benzoate	Estrogen receptor agonist
4330	0.42	cp	BRD-K56343971	vemurafenib	RAF inhibitor
4331	0.42	cp	BRD-A97437073	rosiglitazone	Insulin sensitizer
4332	0.42	cp	BRD-K89732114	trifluoperazine	Dopamine receptor antagonist
4335	0.39	cp	BRD-K18895904	olanzapine	Dopamine receptor antagonist
4336	0.39	cp	BRD-K67537649	PQ-401	IGF-1 inhibitor
4337	0.39	cp	BRD-K76133116	benzydamine	Membrane integrity inhibitor
4338	0.39	cp	BRD-K48722258	dilazep	Adenosine reuptake inhibitor
4339	0.39	cp	BRD-K30020243	aliskiren	Antihypertensive
4341	0.39	cp	BRD-K55127134	fluphenazine	Dopamine receptor antagonist
4354	0.35	cp	BRD-K80315159	DPPE	Histamine receptor antagonist
4355	0.35	cp	BRD-K08547377	irinotecan	Topoisomerase inhibitor
4356	0.35	cp	BRD-K96799727	pifithrin-mu	HSP inhibitor
4357	0.35	cp	BRD-K52219182	BRD-K52219182	Phosphodiesterase inhibitor
4358	0.34	cp	BRD-K23566484	nilutamide	Androgen receptor antagonist
4360	0.33	cp	BRD-K81272440	dantrolene	Calcium channel blocker
4364	0.32	cp	BRD-A48261811	argatroban	Thrombin inhibitor
4365	0.32	cp	BRD-A09828896	SKF-81297	Dopamine receptor agonist
4366	0.32	cp	BRD-A30655177	LFM-A13	BTK inhibitor
4367	0.32	cp	BRD-K92015269	GBR-12783	Dopamine uptake inhibitor
4368	0.32	cp	BRD-A92537424	danazol	Estrogen receptor antagonist
4371	0.32	cp	BRD-A92585442	RU-28318	Cytochrome P450 inhibitor
4374	0.28	cp	BRD-K04196797	oxcarbazepine	Sodium channel blocker
4375	0.28	cp	BRD-A41451487	PK-11195	Benzodiazepine receptor antagonist
4376	0.28	cp	BRD-K66353228	zoxazolamine	Myorelaxant
4377	0.28	cp	BRD-A29426959	carbinoxamine	Histamine receptor antagonist
4380	0.28	cp	BRD-A29485665	bicalutamide	Androgen receptor antagonist
4381	0.28	cp	BRD-A48430263	pioglitazone	Insulin sensitizer
4382	0.28	cp	BRD-K38436528	imipramine	Norepinephrine reuptake inhibitor
4385	0.26	cp	BRD-K19533706	tranilast	Angiogenesis inhibitor
4386	0.25	cp	BRD-K10670311	sulfasalazine	Antirheumatic
4387	0.25	cp	BRD-K12079898	PD-160170	Neuropeptide receptor antagonist
4388	0.25	cp	BRD-A64977602	mirtazapine	Adrenergic receptor antagonist
4389	0.25	cp	BRD-K88741031	methyl-2,5-dihydroxycinnamate	EGFR inhibitor
4390	0.25	cp	BRD-A55946879	BW-B70C	Lipoxygenase inhibitor
4391	0.25	cp	BRD-K86509404	iso-olomoucine	CDK inhibitor
4396	0.21	cp	BRD-A96107863	nisoldipine	Calcium channel blocker
4397	0.21	cp	BRD-K04853698	LDN-193189	Serine/threonine kinase inhibitor
4398	0.21	cp	BRD-K42452249	EO-1428	p38 MAPK inhibitor
4399	0.21	cp	BRD-K23335153	AMN-082	Glutamate receptor modulator
4400	0.21	cp	BRD-K04887706	AKT-inhibitor-1-2	AKT inhibitor
4401	0.21	cp	BRD-K41731458	triclosan	Enoyl-[acyl-carrier-protein] reductase [NADH] inhibitor
4403	0.18	cp	BRD-A56892734	esomeprazole	ATPase inhibitor
4404	0.18	cp	BRD-K62310379	fluticasone	Glucocorticoid receptor agonist
4405	0.18	cp	BRD-K06712146	YM-90709	IL5 inhibitor
4406	0.18	cp	BRD-A52588987	SKF-83566	Dopamine receptor antagonist
4412	0.14	cp	BRD-A26095496	clobetasol	Glucocorticoid receptor agonist
4413	0.14	cp	BRD-K62200014	anagrelide	Phosphodiesterase inhibitor
4415	0.14	cp	BRD-A68723818	brompheniramine	Histamine receptor antagonist
4416	0.14	cp	BRD-K05396879	15-delta-prostaglandin-j2	PPAR receptor agonist
4419	0.11	cp	BRD-K62959606	sphingosine	Ceramidase inhibitor
4420	0.11	cp	BRD-K44779798	miglitol	Glucosidase inhibitor
